GEOLEV2,EMPLOYED_POP,UNEMPLOYED_POP,EMP_IN_POP,EMP_UK_POP,EMPLOYED_PCT,UNEMPLOYED_PCT,EMP_IN_PCT,EMP_UK_PCT
484020421,209,40,249,0,41.97,8.03,50.0,0.0
484020422,153,70,173,0,38.64,17.68,43.69,0.0
484020423,1235,202,1405,3,43.41,7.1,49.38,0.11
484020424,737,104,804,2,44.75,6.31,48.82,0.12
484020425,2332,1002,3070,22,36.29,15.59,47.77,0.34
484020426,7111,753,5306,131,53.46,5.66,39.89,0.98
484020427,578,160,758,7,38.46,10.65,50.43,0.47
484020428,512,27,684,5,41.69,2.2,55.7,0.41
484020429,126,3,144,0,46.15,1.1,52.75,0.0
484020430,775,87,589,2,53.34,5.99,40.54,0.14
484020431,409,29,316,11,53.46,3.79,41.31,1.44
484020432,6661,1380,6374,106,45.87,9.5,43.9,0.73
484020433,1076,208,1616,17,36.89,7.13,55.4,0.58
484020434,1055,445,1103,24,40.16,16.94,41.99,0.91
484020435,372,119,194,10,53.53,17.12,27.91,1.44
484020436,3211,1155,2887,33,44.07,15.85,39.62,0.45
484020437,489,137,691,5,36.99,10.36,52.27,0.38
484020438,7667,2150,8936,26,40.83,11.45,47.59,0.14
484020439,235,96,326,2,35.66,14.57,49.47,0.3
484020440,3675,656,2300,17,55.28,9.87,34.6,0.26
484020441,74,11,117,0,36.63,5.45,57.92,0.0
484020442,101,69,176,1,29.11,19.88,50.72,0.29
484020443,186,30,136,2,52.54,8.47,38.42,0.56
484020444,729,59,552,4,54.24,4.39,41.07,0.3
484020445,1906,744,2075,34,40.05,15.63,43.6,0.71
484020446,5470,1451,5857,20,42.74,11.34,45.76,0.16
484020447,605,144,897,2,36.71,8.74,54.43,0.12
484020448,1056,204,1343,7,40.46,7.82,51.46,0.27
484020449,1338,1344,6512,10,14.54,14.6,70.75,0.11
484020450,325,113,359,0,40.78,14.18,45.04,0.0
484020451,1809,258,1454,25,51.02,7.28,41.0,0.71
484020452,1591,228,1293,14,50.9,7.29,41.36,0.45
484020453,1473,164,1134,10,52.97,5.9,40.78,0.36
484020454,918,259,940,10,43.16,12.18,44.19,0.47
484020455,660,165,496,1,49.92,12.48,37.52,0.08
484020456,1052,240,1326,11,40.02,9.13,50.44,0.42
484020457,351,94,460,2,38.7,10.36,50.72,0.22
484020458,1633,458,1906,2,40.84,11.45,47.66,0.05
484020459,1485,348,1979,17,38.78,9.09,51.68,0.44
484020460,106,5,313,6,24.65,1.16,72.79,1.4
484020461,161,86,209,0,35.31,18.86,45.83,0.0
484020462,137,13,123,0,50.18,4.76,45.05,0.0
484020463,468,115,621,2,38.81,9.54,51.49,0.17
484020464,2745,1800,5337,29,27.7,18.16,53.85,0.29
484020465,7286,1229,5972,32,50.18,8.46,41.13,0.22
484020466,4056,846,5127,48,40.25,8.4,50.88,0.48
484020467,11028,2315,11155,101,44.83,9.41,45.35,0.41
484020468,1486,491,1612,12,41.27,13.64,44.77,0.33
484020469,184,11,140,0,54.93,3.28,41.79,0.0
484020470,1403,137,1218,5,50.78,4.96,44.08,0.18
484020471,312,145,551,13,30.56,14.2,53.97,1.27
484020472,1098,294,1218,20,41.75,11.18,46.31,0.76
484020473,3744,749,3524,44,46.45,9.29,43.72,0.55
484020474,146,139,54,0,43.07,41.0,15.93,0.0
484020475,368,75,590,8,35.35,7.2,56.68,0.77
484020476,366,156,784,5,27.92,11.9,59.8,0.38
484020477,75,4,76,0,48.39,2.58,49.03,0.0
484020478,502,76,504,3,46.27,7.0,46.45,0.28
484020479,885,92,516,1,59.24,6.16,34.54,0.07
484020480,22773,3044,16677,262,53.26,7.12,39.01,0.61
484020481,4351,439,3750,27,50.79,5.12,43.77,0.32
484020482,1338,391,1576,15,40.3,11.78,47.47,0.45
484020483,805,366,1013,15,36.61,16.64,46.07,0.68
484020484,1058,94,791,11,54.15,4.81,40.48,0.56
484020485,587,169,768,6,38.37,11.05,50.2,0.39
484020486,49,6,51,1,45.79,5.61,47.66,0.93
484020487,1468,223,2005,18,39.53,6.0,53.98,0.48
484020488,783,238,1220,5,34.86,10.6,54.32,0.22
484020489,1085,187,2062,11,32.44,5.59,61.64,0.33
484020490,932,335,892,2,43.13,15.5,41.28,0.09
484020491,253,38,151,2,56.98,8.56,34.01,0.45
484020492,1263,750,2554,15,27.56,16.37,55.74,0.33
484020493,976,159,1039,16,44.57,7.26,47.44,0.73
484020494,713,104,674,3,47.72,6.96,45.11,0.2
484020495,1247,390,1389,52,40.51,12.67,45.13,1.69
484020496,2431,507,2702,42,42.78,8.92,47.55,0.74
484020497,794,82,651,31,50.96,5.26,41.78,1.99
484020498,3282,592,2228,42,53.42,9.64,36.26,0.68
484020499,255,119,456,0,30.72,14.34,54.94,0.0
484020500,1515,444,1788,22,40.2,11.78,47.44,0.58
484020501,181,6,169,1,50.7,1.68,47.34,0.28
484020502,555,108,548,0,45.83,8.92,45.25,0.0
484020503,2976,436,2829,34,47.43,6.95,45.08,0.54
484020504,303,72,277,0,46.47,11.04,42.48,0.0
484020505,1140,154,1039,11,48.63,6.57,44.33,0.47
484020506,635,172,524,2,47.64,12.9,39.31,0.15
484020507,2317,1082,4465,47,29.29,13.68,56.44,0.59
484020508,274,69,223,2,48.24,12.15,39.26,0.35
484020509,859,230,1366,7,34.89,9.34,55.48,0.28
484020510,288,101,397,3,36.5,12.8,50.32,0.38
484020511,3268,453,3103,32,47.67,6.61,45.26,0.47
484020512,296,66,340,8,41.69,9.3,47.89,1.13
484020513,26823,4841,22264,205,49.55,8.94,41.13,0.38
484020514,1251,465,2089,10,32.79,12.19,54.76,0.26
484020515,1343,1144,1885,20,30.58,26.05,42.92,0.46
484020516,47,2,49,1,47.47,2.02,49.49,1.01
484020517,1539,190,1021,8,55.8,6.89,37.02,0.29
484020518,2872,524,2543,4,48.33,8.82,42.79,0.07
484020519,98,16,92,1,47.34,7.73,44.44,0.48
484020520,483,82,328,1,54.03,9.17,36.69,0.11
484020521,638,75,580,0,49.34,5.8,44.86,0.0
484020522,110,25,149,5,38.06,8.65,51.56,1.73
484020523,5508,614,3794,14,55.47,6.18,38.21,0.14
484020524,503,272,1069,3,27.23,14.73,57.88,0.16
484020525,280,161,291,2,38.15,21.93,39.65,0.27
484020526,498,74,473,0,47.66,7.08,45.26,0.0
484020527,1640,139,1216,22,54.36,4.61,40.3,0.73
484020528,1327,78,661,4,64.11,3.77,31.93,0.19
484020529,633,761,1682,14,20.49,24.63,54.43,0.45
484020530,1121,144,865,10,52.38,6.73,40.42,0.47
484020531,785,341,1505,28,29.52,12.82,56.6,1.05
484020532,819,237,1321,5,34.38,9.95,55.46,0.21
484020533,229,21,123,0,61.39,5.63,32.98,0.0
484020534,2275,180,2905,16,42.32,3.35,54.04,0.3
484020535,295,18,237,2,53.44,3.26,42.93,0.36
484020536,2958,225,2004,2,57.01,4.34,38.62,0.04
484020537,3640,270,2269,16,58.76,4.36,36.63,0.26
484020538,678,71,525,4,53.05,5.56,41.08,0.31
484020539,351,27,332,2,49.3,3.79,46.63,0.28
484020540,2111,229,2343,38,44.72,4.85,49.63,0.8
484020541,400,74,344,1,48.84,9.04,42.0,0.12
484020542,3288,283,1734,7,61.9,5.33,32.64,0.13
484020543,445,83,261,3,56.19,10.48,32.95,0.38
484020544,870,44,570,6,58.39,2.95,38.26,0.4
484020545,3792,878,4325,77,41.8,9.68,47.67,0.85
484020546,2885,302,1520,6,61.21,6.41,32.25,0.13
484020547,14152,1373,7533,60,61.22,5.94,32.58,0.26
484020548,180,26,143,0,51.58,7.45,40.97,0.0
484020549,5611,674,3298,0,58.55,7.03,34.42,0.0
484020550,1452,636,2259,22,33.23,14.56,51.71,0.5
484020551,1389,132,1225,2,50.55,4.8,44.58,0.07
484020552,94,12,133,0,39.33,5.02,55.65,0.0
484020553,5244,1053,5424,60,44.51,8.94,46.04,0.51
484020554,535,114,488,5,46.85,9.98,42.73,0.44
484020555,7762,1511,8262,112,43.98,8.56,46.82,0.63
484020556,2936,305,1947,21,56.36,5.86,37.38,0.4
484020557,1105,137,1077,12,47.4,5.88,46.2,0.51
484020558,721,69,501,2,55.76,5.34,38.75,0.15
484020559,323,83,619,7,31.3,8.04,59.98,0.68
484020560,485,50,392,7,51.93,5.35,41.97,0.75
484020561,19571,2475,14267,104,53.74,6.8,39.18,0.29
484020562,851,215,1264,5,36.45,9.21,54.13,0.21
484020563,1027,310,1171,6,40.85,12.33,46.58,0.24
484020564,648,71,572,10,49.81,5.46,43.97,0.77
484020565,432,146,549,0,38.33,12.95,48.71,0.0
484020566,9654,861,6963,41,55.11,4.91,39.75,0.23
484021001,24469,3585,24239,112,46.69,6.84,46.25,0.21
484021002,3697,208,3329,33,50.87,2.86,45.81,0.45
484021003,14283,2610,12036,150,49.12,8.98,41.39,0.52
484021004,23466,3015,20494,181,49.76,6.39,43.46,0.38
484021005,1691,182,645,6,67.0,7.21,25.55,0.24
484021006,5193,998,5054,67,45.91,8.82,44.68,0.59
484021007,852,278,1232,13,35.87,11.71,51.87,0.55
484021008,3802,702,4195,15,43.63,8.06,48.14,0.17
484021009,681,178,816,8,40.46,10.58,48.48,0.48
484021010,29053,1842,24699,193,52.08,3.3,44.27,0.35
484021011,392,223,822,10,27.09,15.41,56.81,0.69
484021012,2461,244,2521,4,47.06,4.67,48.2,0.08
484021013,10551,918,5693,40,61.34,5.34,33.09,0.23
484021014,1517,397,1861,23,39.94,10.45,49.0,0.61
484021015,49859,5823,40844,154,51.57,6.02,42.25,0.16
484021016,3367,459,3033,14,48.99,6.68,44.13,0.2
484021017,10577,1734,9610,17,48.21,7.9,43.81,0.08
484021018,1208,342,1402,11,40.77,11.54,47.32,0.37
484021019,61448,5883,42713,466,55.6,5.32,38.65,0.42
484021020,2717,535,2523,8,46.98,9.25,43.63,0.14
484021021,582,60,525,2,49.79,5.13,44.91,0.17
484021022,4394,1095,4305,16,44.79,11.16,43.88,0.16
484021023,3101,301,3124,24,47.34,4.6,47.69,0.37
484021024,373,49,378,7,46.22,6.07,46.84,0.87
484021025,3125,270,2886,9,49.68,4.29,45.88,0.14
484021026,5589,833,5589,38,46.39,6.91,46.39,0.32
484021027,1768,166,1371,7,53.38,5.01,41.39,0.21
484021028,920,86,1113,7,43.27,4.05,52.35,0.33
484021029,1411,200,1390,9,46.88,6.64,46.18,0.3
484021030,268,49,287,0,44.37,8.11,47.52,0.0
484021031,891,243,1010,20,41.17,11.23,46.67,0.92
484021032,392,127,569,4,35.9,11.63,52.11,0.37
484021033,2066,248,1766,36,50.19,6.03,42.91,0.87
484021034,20344,2436,14040,28,55.21,6.61,38.1,0.08
484021035,6757,1629,7693,57,41.88,10.1,47.68,0.35
484021036,4012,548,5937,51,38.04,5.2,56.29,0.48
484021037,846,233,828,8,44.18,12.17,43.24,0.42
484021038,3935,358,3299,24,51.67,4.7,43.32,0.32
484021039,3887,467,3188,18,51.42,6.18,42.17,0.24
484021040,5024,426,3696,33,54.73,4.64,40.27,0.36
484021041,65409,3292,40204,125,59.99,3.02,36.87,0.11
484021042,675,375,1517,3,26.26,14.59,59.03,0.12
484021043,18636,2449,16420,95,49.56,6.51,43.67,0.25
484021044,6103,613,6219,33,47.06,4.73,47.96,0.25
484021045,17201,2189,16621,155,47.56,6.05,45.96,0.43
484021046,3410,238,2321,23,56.91,3.97,38.73,0.38
484021047,7527,1476,7946,87,44.18,8.66,46.64,0.51
484021048,9931,463,6735,35,57.86,2.7,39.24,0.2
484021049,7065,929,4527,23,56.32,7.41,36.09,0.18
484021050,8726,1007,10112,67,43.82,5.06,50.78,0.34
484021051,12785,1511,14127,107,44.81,5.3,49.52,0.38
484021052,493,195,349,1,47.5,18.79,33.62,0.1
484021053,23936,3933,23112,156,46.81,7.69,45.2,0.31
484021054,15677,898,9592,68,59.76,3.42,36.56,0.26
484021055,1370,411,2131,28,34.77,10.43,54.09,0.71
484021056,437,44,569,12,41.15,4.14,53.58,1.13
484021057,1982,427,2513,49,39.87,8.59,50.55,0.99
484021058,6068,1124,7877,107,39.98,7.41,51.9,0.71
484021059,1020,265,897,7,46.6,12.11,40.98,0.32
484021060,3204,252,2431,28,54.17,4.26,41.1,0.47
484021061,4771,777,5017,38,45.0,7.33,47.32,0.36
484021062,1884,233,1659,16,49.68,6.14,43.75,0.42
484021063,4576,806,5648,12,41.44,7.3,51.15,0.11
484021064,6291,605,6916,58,45.36,4.36,49.86,0.42
484021065,8395,831,7443,30,50.27,4.98,44.57,0.18
484021066,1680,757,2550,8,33.63,15.16,51.05,0.16
484021067,7375,450,6517,76,51.15,3.12,45.2,0.53
484021068,2367,260,2732,50,43.76,4.81,50.51,0.92
484021069,11243,1549,9271,82,50.77,6.99,41.86,0.37
484021070,2095,624,2178,25,42.56,12.68,44.25,0.51
484021071,38782,3114,36679,249,49.2,3.95,46.53,0.32
484021072,5999,699,6467,56,45.37,5.29,48.91,0.42
484021073,3063,1088,3313,51,40.76,14.48,44.09,0.68
484021074,37438,3058,28475,78,54.22,4.43,41.24,0.11
484021075,4650,396,4557,17,48.34,4.12,47.37,0.18
484021076,10497,769,10268,109,48.5,3.55,47.44,0.5
484021077,2000,195,2436,7,43.12,4.2,52.52,0.15
484021078,5893,646,5209,63,49.89,5.47,44.1,0.53
484021079,2114,497,1767,4,48.24,11.34,40.32,0.09
484021080,835,127,1130,17,39.59,6.02,53.58,0.81
484021081,898,228,1948,25,28.98,7.36,62.86,0.81
484021082,3345,542,2870,19,49.37,8.0,42.36,0.28
484021083,8224,1484,9717,55,42.22,7.62,49.88,0.28
484021084,2481,399,2446,34,46.29,7.44,45.63,0.63
484021085,31555,3114,28603,340,49.61,4.9,44.96,0.53
484021086,3882,653,4664,36,42.04,7.07,50.5,0.39
484021087,3788,1271,5044,61,37.27,12.5,49.63,0.6
484021088,1650,207,1594,18,47.56,5.97,45.95,0.52
484021089,3780,595,4820,96,40.68,6.4,51.88,1.03
484021090,9266,992,8002,85,50.51,5.41,43.62,0.46
484021091,3970,918,2776,9,51.74,11.96,36.18,0.12
484021092,1625,385,1985,14,40.53,9.6,49.51,0.35
484021093,2490,233,3162,55,41.92,3.92,53.23,0.93
484021094,13997,2253,11908,21,49.67,8.0,42.26,0.07
484021095,217,29,253,1,43.4,5.8,50.6,0.2
484021096,1185,183,1057,4,48.79,7.53,43.52,0.16
484021097,926,194,922,6,45.21,9.47,45.02,0.29
484021098,2105,350,2608,33,41.31,6.87,51.18,0.65
484021099,5959,1295,7845,49,39.34,8.55,51.79,0.32
484021100,4415,351,2332,8,62.13,4.94,32.82,0.11
484021101,1146,116,1364,14,43.41,4.39,51.67,0.53
484021102,5785,489,4229,85,54.64,4.62,39.94,0.8
484021103,2568,214,2194,26,51.34,4.28,43.86,0.52
484021104,11103,2401,10796,47,45.6,9.86,44.34,0.19
484021105,1795,226,1876,9,45.95,5.79,48.03,0.23
484021106,16619,1214,14255,40,51.73,3.78,44.37,0.12
484021107,3482,661,4785,40,38.83,7.37,53.36,0.45
484021108,7503,971,6514,35,49.94,6.46,43.36,0.23
484021109,8078,1022,6127,18,52.99,6.7,40.19,0.12
484021110,17987,2151,16932,81,48.42,5.79,45.58,0.22
484021111,5999,1644,6899,67,41.06,11.25,47.22,0.46
484021112,2722,682,3736,106,37.57,9.41,51.56,1.46
484021113,1626,216,1836,14,44.04,5.85,49.73,0.38
484021114,753395,70171,551180,3080,54.68,5.09,40.0,0.22
484021115,20281,2991,18794,120,48.08,7.09,44.55,0.28
484021116,6974,1076,8337,76,42.36,6.54,50.64,0.46
484021117,5505,1212,5518,21,44.92,9.89,45.02,0.17
484021118,10938,1321,9537,94,49.97,6.03,43.57,0.43
484021119,70023,6682,50298,292,55.01,5.25,39.51,0.23
484021120,2127,359,1915,12,48.2,8.14,43.39,0.27
484021121,424,40,528,2,42.66,4.02,53.12,0.2
484021122,4328,373,3913,35,50.04,4.31,45.24,0.4
484021123,1241,186,1456,11,42.88,6.43,50.31,0.38
484021124,5917,1157,5335,83,47.37,9.26,42.71,0.66
484021125,4085,377,3301,12,52.54,4.85,42.46,0.15
484021126,2836,193,1923,11,57.14,3.89,38.75,0.22
484021127,1366,285,1271,16,46.49,9.7,43.26,0.54
484021128,3156,810,3802,27,40.49,10.39,48.77,0.35
484021129,5330,515,5072,40,48.64,4.7,46.29,0.37
484021130,1350,268,1228,9,47.29,9.39,43.01,0.32
484021131,348,50,358,0,46.03,6.61,47.35,0.0
484021132,67400,7180,47721,277,54.99,5.86,38.93,0.23
484021133,243,87,203,3,45.34,16.23,37.87,0.56
484021134,8472,677,6972,43,52.41,4.19,43.13,0.27
484021135,220,4,221,1,49.33,0.9,49.55,0.22
484021136,4488,747,4711,3,45.11,7.51,47.35,0.03
484021137,3767,525,3321,25,49.32,6.87,43.48,0.33
484021138,4773,320,3848,21,53.26,3.57,42.94,0.23
484021139,1320,205,1379,4,45.39,7.05,47.42,0.14
484021140,59844,5527,47067,409,53.03,4.9,41.71,0.36
484021141,1340,213,1173,3,49.1,7.81,42.98,0.11
484021142,11917,1082,10758,55,50.05,4.54,45.18,0.23
484021143,14501,996,11928,46,52.79,3.63,43.42,0.17
484021144,6838,637,4954,18,54.94,5.12,39.8,0.14
484021145,4488,493,4754,43,45.9,5.04,48.62,0.44
484021146,276,99,248,5,43.95,15.76,39.49,0.8
484021147,2353,281,2287,39,47.44,5.67,46.11,0.79
484021148,4845,270,3266,26,57.63,3.21,38.85,0.31
484021149,13155,1122,8988,24,56.49,4.82,38.59,0.1
484021150,1943,332,2340,24,41.88,7.16,50.44,0.52
484021151,3688,304,3085,67,51.62,4.26,43.18,0.94
484021152,4017,942,4704,23,41.47,9.73,48.56,0.24
484021153,8738,1118,7861,68,49.13,6.29,44.2,0.38
484021154,33459,3214,24292,288,54.62,5.25,39.66,0.47
484021155,2305,232,2175,57,48.33,4.86,45.61,1.2
484021156,146530,13032,98417,1542,56.46,5.02,37.92,0.59
484021157,4063,1283,4529,37,40.99,12.94,45.69,0.37
484021158,2417,265,2783,47,43.85,4.81,50.49,0.85
484021159,1214,540,1431,27,37.8,16.81,44.55,0.84
484021160,976,368,1483,10,34.4,12.97,52.27,0.35
484021161,8728,713,7381,37,51.77,4.23,43.78,0.22
484021162,1305,234,1629,9,41.08,7.37,51.27,0.28
484021163,6879,698,6563,47,48.49,4.92,46.26,0.33
484021164,32059,2765,27582,240,51.17,4.41,44.03,0.38
484021165,274,118,489,8,30.82,13.27,55.01,0.9
484021166,3248,585,3083,14,46.87,8.44,44.49,0.2
484021167,3021,682,3987,18,39.19,8.85,51.73,0.23
484021168,2162,453,2970,74,38.2,8.0,52.48,1.31
484021169,8808,779,7275,36,52.12,4.61,43.05,0.21
484021170,5982,1692,6647,38,41.66,11.78,46.29,0.26
484021171,1663,63,1243,6,55.9,2.12,41.78,0.2
484021172,9944,1436,9690,62,47.06,6.8,45.85,0.29
484021173,2728,172,2070,28,54.58,3.44,41.42,0.56
484021174,45802,2596,34762,197,54.95,3.11,41.7,0.24
484021175,6200,472,4244,29,56.65,4.31,38.78,0.26
484021176,3862,265,3349,13,51.57,3.54,44.72,0.17
484021177,19906,2841,16631,173,50.33,7.18,42.05,0.44
484021178,5419,906,5933,45,44.05,7.36,48.22,0.37
484021179,11002,1507,11200,144,46.12,6.32,46.95,0.6
484021180,15176,2052,14434,41,47.87,6.47,45.53,0.13
484021181,2705,392,2499,23,48.14,6.98,44.47,0.41
484021182,2021,169,1791,20,50.51,4.22,44.76,0.5
484021183,7728,652,6605,65,51.35,4.33,43.89,0.43
484021184,2376,169,2050,15,51.54,3.67,44.47,0.33
484021185,3931,334,3352,77,51.09,4.34,43.57,1.0
484021186,21153,2010,20195,58,48.72,4.63,46.52,0.13
484021187,2061,205,1615,18,52.86,5.26,41.42,0.46
484021188,7330,832,6103,64,51.16,5.81,42.59,0.45
484021189,8386,665,8024,51,48.97,3.88,46.85,0.3
484021190,386,134,452,1,39.67,13.77,46.45,0.1
484021191,4422,447,2724,90,57.56,5.82,35.45,1.17
484021192,2619,233,1925,14,54.66,4.86,40.18,0.29
484021193,2057,474,2470,11,41.04,9.46,49.28,0.22
484021194,10131,1258,10055,106,47.01,5.84,46.66,0.49
484021195,7916,1549,9567,49,41.49,8.12,50.14,0.26
484021196,494,183,569,8,39.39,14.59,45.37,0.64
484021197,32075,3925,25142,74,52.4,6.41,41.07,0.12
484021198,285,167,558,2,28.16,16.5,55.14,0.2
484021199,18132,1101,12533,34,57.02,3.46,39.41,0.11
484021200,1199,131,1367,10,44.29,4.84,50.5,0.37
484021201,1044,278,1239,7,40.65,10.83,48.25,0.27
484021202,5254,396,4311,24,52.62,3.97,43.17,0.24
484021203,2624,270,2507,12,48.48,4.99,46.31,0.22
484021204,3122,318,2772,12,50.16,5.11,44.54,0.19
484021205,9344,1299,8609,60,48.38,6.73,44.58,0.31
484021206,1498,178,1773,15,43.24,5.14,51.18,0.43
484021207,23135,2551,18137,169,52.59,5.8,41.23,0.38
484021208,32769,3238,28450,215,50.67,5.01,43.99,0.33
484021209,3881,314,2565,10,57.33,4.64,37.89,0.15
484021210,2018,180,2220,15,45.52,4.06,50.08,0.34
484021211,6935,491,5440,33,53.76,3.81,42.17,0.26
484021212,6047,1555,7883,86,38.84,9.99,50.63,0.55
484021213,4139,401,4320,62,46.39,4.49,48.42,0.69
484021214,8695,780,4834,55,60.53,5.43,33.65,0.38
484021215,1710,242,1768,25,45.66,6.46,47.21,0.67
484021216,984,109,834,4,50.96,5.64,43.19,0.21
484021217,6413,1085,7312,39,43.19,7.31,49.24,0.26
484022001,25695,4477,20522,320,50.37,8.78,40.23,0.63
484022002,6705,3677,9872,124,32.9,18.04,48.44,0.61
484022003,3866,1306,4962,47,37.97,12.83,48.74,0.46
484022004,24841,6642,20739,52,47.52,12.71,39.67,0.1
484022005,27425,3016,19678,231,54.47,5.99,39.08,0.46
484022006,101577,11159,62031,474,57.96,6.37,35.4,0.27
484022007,19181,2040,13028,80,55.87,5.94,37.95,0.23
484022008,11601,2882,12527,128,42.75,10.62,46.16,0.47
484022009,10312,1706,8876,57,49.22,8.14,42.37,0.27
484022010,4498,2165,8017,82,30.47,14.67,54.31,0.56
484022011,107073,14759,61149,264,58.43,8.05,33.37,0.14
484022012,33060,4309,22357,185,55.18,7.19,37.32,0.31
484022013,5726,2046,6909,71,38.82,13.87,46.83,0.48
484022014,484963,57517,318612,2903,56.13,6.66,36.88,0.34
484022015,2481,652,3067,31,39.82,10.46,49.22,0.5
484022016,130588,14948,88715,653,55.59,6.36,37.77,0.28
484022017,32599,3693,20155,105,57.64,6.53,35.64,0.19
484022018,9983,2369,9175,36,46.3,10.99,42.55,0.17
484023001,856718,121457,495049,5324,57.94,8.21,33.48,0.36
484024001,6054,1194,7245,66,41.58,8.2,49.76,0.45
484024002,2039,731,3271,28,33.6,12.04,53.9,0.46
484024003,13477,4367,18327,178,37.08,12.01,50.42,0.49
484024004,1248,467,1541,20,38.1,14.26,47.04,0.61
484024005,6961,1065,6421,46,48.03,7.35,44.3,0.32
484024006,2943,735,3737,5,39.66,9.91,50.36,0.07
484024007,7098,1718,6620,55,45.82,11.09,42.73,0.36
484024008,8433,1570,7597,49,47.78,8.9,43.04,0.28
484024009,2191,150,1647,20,54.67,3.74,41.09,0.5
484024010,16512,3925,18776,176,41.92,9.96,47.67,0.45
484024011,20635,2564,14261,153,54.86,6.82,37.92,0.41
484024012,7248,1078,7495,80,45.58,6.78,47.14,0.5
484024013,74997,6594,63445,492,51.53,4.53,43.6,0.34
484024014,5367,1044,6093,96,42.6,8.29,48.36,0.76
484024015,8111,1130,7801,34,47.5,6.62,45.68,0.2
484024016,28512,4744,27804,208,46.54,7.74,45.38,0.34
484024017,6806,3170,8966,109,35.73,16.64,47.06,0.57
484024018,5407,1087,5445,39,45.14,9.07,45.46,0.33
484024019,1413,762,2291,14,31.54,17.01,51.14,0.31
484024020,43171,4922,32271,314,53.51,6.1,40.0,0.39
484024021,20727,3305,20465,156,46.42,7.4,45.83,0.35
484024022,5585,1330,7643,49,38.24,9.11,52.32,0.34
484024023,4961,1374,5494,51,41.76,11.57,46.25,0.43
484024024,38625,5792,31791,155,50.58,7.58,41.63,0.2
484024025,10057,1939,11103,121,43.31,8.35,47.82,0.52
484024026,2894,667,3619,39,40.09,9.24,50.13,0.54
484024027,3917,788,3503,26,47.57,9.57,42.54,0.32
484024028,422122,51359,270553,2437,56.55,6.88,36.24,0.33
484024029,6616,631,7789,135,43.61,4.16,51.34,0.89
484024030,1399,543,1990,33,35.28,13.69,50.19,0.83
484024031,1884,2138,5008,27,20.8,23.61,55.29,0.3
484024032,14148,2402,14047,193,45.95,7.8,45.62,0.63
484024033,1735,2143,4439,19,20.81,25.71,53.25,0.23
484024034,5582,982,5294,33,46.94,8.26,44.52,0.28
484024035,156642,12511,96890,735,58.72,4.69,36.32,0.28
484024036,10692,1397,10203,43,47.87,6.25,45.68,0.19
484024037,40302,8550,48199,207,41.44,8.79,49.56,0.21
484024038,5164,702,5543,45,45.08,6.13,48.39,0.39
484024039,4960,436,5204,24,46.69,4.1,48.98,0.23
484024040,5946,880,7271,126,41.81,6.19,51.12,0.89
484024041,5124,571,4999,36,47.75,5.32,46.59,0.34
484024042,2619,652,2849,52,42.43,10.56,46.16,0.84
484024043,2330,797,2647,19,40.22,13.76,45.69,0.33
484024044,5828,578,4982,29,51.05,5.06,43.64,0.25
484024045,7602,830,5416,36,54.75,5.98,39.01,0.26
484024046,2805,828,3803,25,37.6,11.1,50.97,0.34
484024047,2015,216,1892,4,48.82,5.23,45.84,0.1
484024048,7959,3794,16567,190,27.92,13.31,58.11,0.67
484024049,19042,3347,17454,48,47.74,8.39,43.75,0.12
484024050,10895,2452,11741,150,43.17,9.72,46.52,0.59
484024051,3155,1041,3686,34,39.86,13.15,46.56,0.43
484024052,11460,1716,12011,313,44.94,6.73,47.1,1.23
484024053,13659,5478,19174,294,35.38,14.19,49.67,0.76
484024054,10027,2050,8566,85,48.37,9.89,41.33,0.41
484025001,189501,24094,158184,518,50.9,6.47,42.49,0.14
484025002,15928,2938,17091,76,44.2,8.15,47.43,0.21
484025003,5571,4823,9800,87,27.47,23.78,48.32,0.43
484025004,9181,4232,6351,21,46.4,21.39,32.1,0.11
484025005,4732,1794,6086,58,37.35,14.16,48.03,0.46
484025006,484076,53850,368548,1695,53.3,5.93,40.58,0.19
484025007,7748,3437,11235,60,34.47,15.29,49.98,0.27
484025008,19200,4536,12081,97,53.46,12.63,33.64,0.27
484025009,26525,3085,16447,149,57.41,6.68,35.59,0.32
484025010,32806,7785,36879,270,42.2,10.01,47.44,0.35
484025011,108672,14475,104652,722,47.55,6.33,45.8,0.32
484025012,224065,21889,162877,630,54.72,5.35,39.78,0.15
484025013,46738,7372,41995,226,48.52,7.65,43.59,0.23
484025014,21603,3332,16117,75,52.53,8.1,39.19,0.18
484025015,6306,1408,6765,107,43.23,9.65,46.38,0.73
484025016,24646,6802,29339,421,40.27,11.11,47.93,0.69
484026001,987,190,929,4,46.78,9.0,44.03,0.19
484026002,38344,5675,27135,153,53.77,7.96,38.05,0.21
484026003,8501,2328,9048,110,42.53,11.65,45.27,0.55
484026004,3676,833,2763,12,50.47,11.44,37.93,0.16
484026005,440,80,432,5,45.98,8.36,45.14,0.52
484026006,1084,237,983,10,46.85,10.24,42.48,0.43
484026007,203,49,274,0,38.59,9.32,52.09,0.0
484026008,325,147,365,0,38.83,17.56,43.61,0.0
484026009,262,67,286,3,42.39,10.84,46.28,0.49
484026010,469,85,442,2,46.99,8.52,44.29,0.2
484026011,511,113,614,4,41.14,9.1,49.44,0.32
484026012,8685,1820,7790,48,47.35,9.92,42.47,0.26
484026013,747,157,572,12,50.2,10.55,38.44,0.81
